"ID"	"Sex"	"MetaPref"	"Musicianship"	"Ollen_Score"	"valence"	"chord"	"register"	"inversion"	"tension"	"energy"	"consonance"	"preference"
"S312"	"female"	"ReflectiveAndComplex"	"Non-musician"	366	3	"Minor"	"High"	"Third"	1	2	7	5
"S313"	"male"	"ReflectiveAndComplex"	"Musician"	884	2	"Minor"	"High"	"Third"	4	2	3	1
"S314"	"male"	"IntenseAndRebellious"	"Non-musician"	100	3	"Minor"	"High"	"Third"	6	3	5	3
"S315"	"female"	"ReflectiveAndComplex"	"Musician"	999	5	"Minor"	"High"	"Third"	2	2	6	4
"S316"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	4	"Minor"	"High"	"Third"	4	5	6	4
"S317"	"female"	"ReflectiveAndComplex"	"Non-musician"	315	5	"Minor"	"High"	"Third"	6	6	4	4
"S318"	"male"	"IntenseAndRebellious"	"Musician"	979	3	"Minor"	"High"	"Third"	4	4	5	4
"S319"	"female"	"ReflectiveAndComplex"	"Musician"	999	4	"Minor"	"High"	"Third"	4	5	5	5
"S320"	"female"	"EnergeticAndRhythmic"	"Non-musician"	107	3	"Minor"	"High"	"Third"	5	4	2	6
"S321"	"female"	"UpbeatAndConventional"	"Non-musician"	17	1	"Minor"	"High"	"Third"	5	1	7	5
"S322"	"female"	"EnergeticAndRhythmic"	"Non-musician"	344	5	"Minor"	"High"	"Third"	4	5	6	5
"S323"	"female"	"IntenseAndRebellious"	"Musician"	504	5	"Minor"	"High"	"Third"	4	3	4	5
"S324"	"male"	"ReflectiveAndComplex"	"Musician"	878	3	"Minor"	"High"	"Third"	5	2	3	2
"S325"	"male"	"IntenseAndRebellious"	"Non-musician"	310	3	"Minor"	"High"	"Third"	5	4	4	3
"S326"	"male"	"IntenseAndRebellious"	"Non-musician"	88	6	"Minor"	"High"	"Third"	6	6	5	4
"S327"	"female"	"ReflectiveAndComplex"	"Musician"	956	5	"Minor"	"High"	"Third"	5	5	6	5
"S328"	"female"	"UpbeatAndConventional"	"Musician"	526	3	"Minor"	"High"	"Third"	4	2	6	4
"S329"	"male"	"ReflectiveAndComplex"	"Musician"	569	2	"Minor"	"High"	"Third"	4	5	5	4
"S330"	"male"	"ReflectiveAndComplex"	"Musician"	766	4	"Minor"	"High"	"Third"	3	2	6	3
"S331"	"male"	"EnergeticAndRhythmic"	"Musician"	675	5	"Minor"	"High"	"Third"	5	6	6	6
"S332"	"female"	"ReflectiveAndComplex"	"Non-musician"	161	3	"Minor"	"High"	"Third"	5	5	3	2
"S333"	"female"	"UpbeatAndConventional"	"Non-musician"	187	3	"Minor"	"High"	"Third"	6	5	3	4
"S334"	"male"	"EnergeticAndRhythmic"	"Musician"	821	7	"Minor"	"High"	"Third"	1	4	7	2
"S335"	"male"	"ReflectiveAndComplex"	"Musician"	694	3	"Minor"	"High"	"Third"	4	4	5	4
"S336"	"female"	"ReflectiveAndComplex"	"Musician"	687	2	"Minor"	"High"	"Third"	1	3	7	3
"S337"	"female"	"IntenseAndRebellious"	"Musician"	970	4	"Minor"	"High"	"Third"	1	1	7	7
"S338"	"male"	"ReflectiveAndComplex"	"Non-musician"	343	4	"Minor"	"High"	"Third"	3	4	6	4
"S339"	"female"	"ReflectiveAndComplex"	"Musician"	788	3	"Minor"	"High"	"Third"	1	3	7	5
"S340"	"male"	"IntenseAndRebellious"	"Musician"	724	3	"Minor"	"High"	"Third"	4	4	5	4
"S341"	"female"	"ReflectiveAndComplex"	"Musician"	983	3	"Minor"	"High"	"Third"	4	4	5	4
"S342"	"male"	"ReflectiveAndComplex"	"Musician"	541	3	"Minor"	"High"	"Third"	5	2	6	5
"S343"	"male"	"IntenseAndRebellious"	"Non-musician"	173	3	"Minor"	"High"	"Third"	4	4	5	4
"S344"	"male"	"UpbeatAndConventional"	"Non-musician"	212	2	"Minor"	"High"	"Third"	5	3	2	2
"S345"	"male"	"ReflectiveAndComplex"	"Musician"	962	3	"Minor"	"High"	"Third"	4	4	4	2
"S346"	"male"	"ReflectiveAndComplex"	"Musician"	948	3	"Minor"	"High"	"Third"	3	4	5	2
"S347"	"male"	"ReflectiveAndComplex"	"Musician"	727	3	"Minor"	"High"	"Third"	3	2	5	4
"S348"	"female"	"ReflectiveAndComplex"	"Non-musician"	203	2	"Minor"	"High"	"Third"	1	4	5	2
"S349"	"male"	"ReflectiveAndComplex"	"Non-musician"	469	4	"Minor"	"High"	"Third"	5	6	3	5
"S350"	"female"	"IntenseAndRebellious"	"Non-musician"	58	2	"Minor"	"High"	"Third"	2	3	7	5
"S351"	"male"	"IntenseAndRebellious"	"Musician"	803	3	"Minor"	"High"	"Third"	1	1	7	1
"S352"	"male"	"IntenseAndRebellious"	"Musician"	644	2	"Minor"	"High"	"Third"	5	3	5	4
"S353"	"male"	"ReflectiveAndComplex"	"Musician"	582	4	"Minor"	"High"	"Third"	6	4	4	2
"S354"	"male"	"ReflectiveAndComplex"	"Non-musician"	349	2	"Minor"	"High"	"Third"	6	5	5	4
"S355"	"female"	"UpbeatAndConventional"	"Musician"	520	2	"Minor"	"High"	"Third"	4	4	3	5
"S356"	"female"	"ReflectiveAndComplex"	"Non-musician"	341	3	"Minor"	"High"	"Third"	6	3	3	2
"S357"	"male"	"ReflectiveAndComplex"	"Musician"	959	4	"Minor"	"High"	"Third"	6	5	6	4
"S358"	"female"	"IntenseAndRebellious"	"Non-musician"	496	3	"Minor"	"High"	"Third"	3	5	5	5
"S359"	"female"	"ReflectiveAndComplex"	"Non-musician"	177	2	"Minor"	"High"	"Third"	2	4	6	3
"S360"	"male"	"ReflectiveAndComplex"	"Musician"	955	2	"Minor"	"High"	"Third"	1	4	7	7
"S361"	"female"	"UpbeatAndConventional"	"Non-musician"	395	2	"Minor"	"High"	"Third"	2	4	5	3
"S362"	"male"	"ReflectiveAndComplex"	"Musician"	945	5	"Minor"	"High"	"Third"	5	6	5	6
"S363"	"female"	"ReflectiveAndComplex"	"Non-musician"	254	2	"Minor"	"High"	"Third"	5	3	3	5
"S364"	"female"	"ReflectiveAndComplex"	"Non-musician"	431	3	"Minor"	"High"	"Third"	6	6	4	4
"S365"	"male"	"IntenseAndRebellious"	"Non-musician"	440	3	"Minor"	"High"	"Third"	5	5	2	4
"S366"	"male"	"IntenseAndRebellious"	"Musician"	957	5	"Minor"	"High"	"Third"	3	3	5	5
"S367"	"male"	"ReflectiveAndComplex"	"Musician"	924	6	"Minor"	"High"	"Third"	7	5	3	4
"S368"	"female"	"ReflectiveAndComplex"	"Non-musician"	375	3	"Minor"	"High"	"Third"	3	4	3	4
"S369"	"male"	"IntenseAndRebellious"	"Non-musician"	254	4	"Minor"	"High"	"Third"	4	4	4	3
"S370"	"female"	"IntenseAndRebellious"	"Musician"	721	4	"Minor"	"High"	"Third"	2	2	7	4
"S371"	"male"	"ReflectiveAndComplex"	"Musician"	956	3	"Minor"	"High"	"Third"	5	3	7	4
"S372"	"male"	"IntenseAndRebellious"	"Musician"	890	3	"Minor"	"High"	"Third"	2	3	6	4
"S373"	"male"	"IntenseAndRebellious"	"Musician"	575	4	"Minor"	"High"	"Third"	3	3	4	4
"S374"	"male"	"ReflectiveAndComplex"	"Musician"	546	5	"Minor"	"High"	"Third"	5	3	3	3
"S375"	"female"	"ReflectiveAndComplex"	"Non-musician"	81	5	"Minor"	"High"	"Third"	5	6	4	6
"S376"	"male"	"ReflectiveAndComplex"	"Non-musician"	378	3	"Minor"	"High"	"Third"	5	4	5	4
"S377"	"male"	"ReflectiveAndComplex"	"Musician"	948	3	"Minor"	"High"	"Third"	3	3	6	3
"S378"	"female"	"ReflectiveAndComplex"	"Musician"	976	3	"Minor"	"High"	"Third"	4	4	5	4
"S379"	"male"	"ReflectiveAndComplex"	"Non-musician"	166	6	"Minor"	"High"	"Third"	5	6	5	1
"S380"	"male"	"IntenseAndRebellious"	"Musician"	813	5	"Minor"	"High"	"Third"	3	3	5	5
"S381"	"female"	"IntenseAndRebellious"	"Musician"	588	3	"Minor"	"High"	"Third"	4	6	5	3
"S382"	"male"	"ReflectiveAndComplex"	"Musician"	916	4	"Minor"	"High"	"Third"	5	5	5	5
"S383"	"male"	"ReflectiveAndComplex"	"Musician"	955	4	"Minor"	"High"	"Third"	4	4	5	5
"S384"	"male"	"UpbeatAndConventional"	"Musician"	681	5	"Minor"	"High"	"Third"	7	5	5	6
"S385"	"male"	"IntenseAndRebellious"	"Non-musician"	27	4	"Minor"	"High"	"Third"	5	3	5	4
"S386"	"female"	"UpbeatAndConventional"	"Musician"	567	1	"Minor"	"High"	"Third"	1	2	7	3
"S387"	"male"	"IntenseAndRebellious"	"Musician"	977	3	"Minor"	"High"	"Third"	5	4	4	5
"S388"	"male"	"ReflectiveAndComplex"	"Musician"	998	3	"Minor"	"High"	"Third"	4	5	6	6
"S389"	"female"	"UpbeatAndConventional"	"Musician"	989	2	"Minor"	"High"	"Third"	3	2	6	4
"S390"	"female"	"ReflectiveAndComplex"	"Musician"	954	4	"Minor"	"High"	"Third"	2	2	7	7
"S391"	"female"	"ReflectiveAndComplex"	"Musician"	932	1	"Minor"	"High"	"Third"	5	3	4	6
"S392"	"male"	"UpbeatAndConventional"	"Non-musician"	193	6	"Minor"	"High"	"Third"	6	5	6	5
"S393"	"female"	"EnergeticAndRhythmic"	"Musician"	951	7	"Minor"	"High"	"Third"	1	6	5	6
"S394"	"female"	"UpbeatAndConventional"	"Non-musician"	103	2	"Minor"	"High"	"Third"	5	3	3	6
"S395"	"male"	"ReflectiveAndComplex"	"Musician"	905	4	"Minor"	"High"	"Third"	2	3	7	4
"S396"	"female"	"ReflectiveAndComplex"	"Musician"	975	1	"Minor"	"High"	"Third"	6	2	4	4
"S397"	"female"	"ReflectiveAndComplex"	"Musician"	980	5	"Minor"	"High"	"Third"	1	3	7	5
"S398"	"male"	"ReflectiveAndComplex"	"Non-musician"	385	2	"Minor"	"High"	"Third"	1	3	6	6
"S399"	"male"	"IntenseAndRebellious"	"Non-musician"	271	3	"Minor"	"High"	"Third"	5	5	6	6
"S400"	"female"	"ReflectiveAndComplex"	"Musician"	795	3	"Minor"	"High"	"Third"	5	3	3	5
"S401"	"female"	"UpbeatAndConventional"	"Non-musician"	239	3	"Minor"	"High"	"Third"	4	5	4	3
"S402"	"male"	"UpbeatAndConventional"	"Non-musician"	349	2	"Minor"	"High"	"Third"	5	3	3	2
"S403"	"male"	"IntenseAndRebellious"	"Musician"	610	2	"Minor"	"High"	"Third"	3	5	6	5
"S404"	"female"	"UpbeatAndConventional"	"Non-musician"	102	7	"Minor"	"High"	"Third"	5	7	4	4
"S405"	"male"	"ReflectiveAndComplex"	"Musician"	621	4	"Minor"	"High"	"Third"	2	3	7	7
"S406"	"male"	"EnergeticAndRhythmic"	"Non-musician"	77	2	"Minor"	"High"	"Third"	5	5	4	6
"S407"	"male"	"ReflectiveAndComplex"	"Non-musician"	497	2	"Minor"	"High"	"Third"	4	2	4	5
"S408"	"female"	"UpbeatAndConventional"	"Non-musician"	218	3	"Minor"	"High"	"Third"	5	6	5	4
"S409"	"female"	"UpbeatAndConventional"	"Non-musician"	99	2	"Minor"	"High"	"Third"	6	6	1	1
"S410"	"female"	"ReflectiveAndComplex"	"Musician"	866	3	"Minor"	"High"	"Third"	5	4	4	3
"S1"	"female"	"ReflectiveAndComplex"	"Musician"	992	2	"Minor"	"Low"	"Third"	1	5	4	6
"S2"	"male"	"IntenseAndRebellious"	"Non-musician"	100	4	"Minor"	"Low"	"Third"	4	5	5	6
"S3"	"male"	"ReflectiveAndComplex"	"Musician"	991	5	"Minor"	"Low"	"Third"	2	4	6	5
"S4"	"female"	"ReflectiveAndComplex"	"Musician"	979	5	"Minor"	"Low"	"Third"	5	6	5	4
"S5"	"female"	"IntenseAndRebellious"	"Non-musician"	268	3	"Minor"	"Low"	"Third"	3	3	5	4
"S6"	"male"	"ReflectiveAndComplex"	"Musician"	622	4	"Minor"	"Low"	"Third"	4	5	5	3
"S7"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	3	"Minor"	"Low"	"Third"	4	5	4	6
"S8"	"female"	"IntenseAndRebellious"	"Musician"	921	3	"Minor"	"Low"	"Third"	3	4	5	6
"S9"	"female"	"ReflectiveAndComplex"	"Non-musician"	154	1	"Minor"	"Low"	"Third"	5	2	3	4
"S10"	"female"	"ReflectiveAndComplex"	"Musician"	775	2	"Minor"	"Low"	"Third"	6	4	4	1
"S11"	"female"	"EnergeticAndRhythmic"	"Non-musician"	279	3	"Minor"	"Low"	"Third"	4	2	5	4
"S12"	"male"	"UpbeatAndConventional"	"Musician"	656	5	"Minor"	"Low"	"Third"	5	4	5	5
"S13"	"male"	"ReflectiveAndComplex"	"Non-musician"	250	5	"Minor"	"Low"	"Third"	3	6	5	5
"S14"	"male"	"ReflectiveAndComplex"	"Musician"	897	6	"Minor"	"Low"	"Third"	6	5	6	5
"S15"	"female"	"ReflectiveAndComplex"	"Musician"	996	3	"Minor"	"Low"	"Third"	5	3	4	4
"S16"	"male"	"IntenseAndRebellious"	"Non-musician"	292	3	"Minor"	"Low"	"Third"	5	5	4	4
"S17"	"male"	"ReflectiveAndComplex"	"Non-musician"	381	3	"Minor"	"Low"	"Third"	3	3	5	4
"S18"	"male"	"UpbeatAndConventional"	"Musician"	769	4	"Minor"	"Low"	"Third"	5	5	3	4
"S19"	"male"	"EnergeticAndRhythmic"	"Musician"	978	3	"Minor"	"Low"	"Third"	3	3	5	4
"S20"	"female"	"UpbeatAndConventional"	"Non-musician"	88	3	"Minor"	"Low"	"Third"	5	1	5	3
"S21"	"male"	"ReflectiveAndComplex"	"Musician"	981	3	"Minor"	"Low"	"Third"	1	1	7	6
"S22"	"female"	"ReflectiveAndComplex"	"Musician"	908	3	"Minor"	"Low"	"Third"	1	2	7	4
"S23"	"female"	"UpbeatAndConventional"	"Non-musician"	98	2	"Minor"	"Low"	"Third"	4	2	2	3
"S24"	"female"	"UpbeatAndConventional"	"Non-musician"	164	2	"Minor"	"Low"	"Third"	4	3	3	3
"S25"	"female"	"UpbeatAndConventional"	"Non-musician"	420	1	"Minor"	"Low"	"Third"	4	3	5	6
"S26"	"female"	"ReflectiveAndComplex"	"Non-musician"	72	4	"Minor"	"Low"	"Third"	2	3	6	3
"S27"	"male"	"ReflectiveAndComplex"	"Musician"	737	4	"Minor"	"Low"	"Third"	1	1	5	7
"S28"	"male"	"ReflectiveAndComplex"	"Non-musician"	74	3	"Minor"	"Low"	"Third"	3	3	5	4
"S29"	"female"	"UpbeatAndConventional"	"Non-musician"	295	3	"Minor"	"Low"	"Third"	5	4	5	5
"S30"	"female"	"UpbeatAndConventional"	"Musician"	712	3	"Minor"	"Low"	"Third"	3	3	5	4
"S31"	"female"	"ReflectiveAndComplex"	"Non-musician"	116	2	"Minor"	"Low"	"Third"	4	2	6	4
"S32"	"female"	"ReflectiveAndComplex"	"Musician"	688	1	"Minor"	"Low"	"Third"	1	6	7	7
"S33"	"female"	"ReflectiveAndComplex"	"Non-musician"	55	2	"Minor"	"Low"	"Third"	2	2	6	3
"S34"	"female"	"ReflectiveAndComplex"	"Musician"	953	4	"Minor"	"Low"	"Third"	4	4	7	5
"S35"	"female"	"IntenseAndRebellious"	"Non-musician"	66	4	"Minor"	"Low"	"Third"	4	5	4	4
"S36"	"female"	"ReflectiveAndComplex"	"Musician"	999	6	"Minor"	"Low"	"Third"	3	3	7	6
"S37"	"male"	"EnergeticAndRhythmic"	"Musician"	669	2	"Minor"	"Low"	"Third"	1	3	5	5
"S38"	"female"	"ReflectiveAndComplex"	"Non-musician"	167	3	"Minor"	"Low"	"Third"	5	3	5	2
"S39"	"male"	"ReflectiveAndComplex"	"Musician"	843	2	"Minor"	"Low"	"Third"	3	4	6	5
"S40"	"male"	"ReflectiveAndComplex"	"Non-musician"	143	2	"Minor"	"Low"	"Third"	1	2	6	6
"S41"	"male"	"ReflectiveAndComplex"	"Musician"	571	3	"Minor"	"Low"	"Third"	5	3	3	4
"S42"	"female"	"ReflectiveAndComplex"	"Non-musician"	428	4	"Minor"	"Low"	"Third"	5	2	7	4
"S43"	"female"	"UpbeatAndConventional"	"Non-musician"	109	2	"Minor"	"Low"	"Third"	3	3	4	3
"S44"	"female"	"ReflectiveAndComplex"	"Musician"	956	1	"Minor"	"Low"	"Third"	1	1	7	4
"S45"	"male"	"EnergeticAndRhythmic"	"Musician"	856	1	"Minor"	"Low"	"Third"	5	2	4	5
"S46"	"female"	"IntenseAndRebellious"	"Non-musician"	66	5	"Minor"	"Low"	"Third"	4	4	5	4
"S47"	"male"	"EnergeticAndRhythmic"	"Non-musician"	89	5	"Minor"	"Low"	"Third"	3	3	5	5
"S48"	"male"	"UpbeatAndConventional"	"Non-musician"	104	2	"Minor"	"Low"	"Third"	5	3	4	4
"S49"	"male"	"ReflectiveAndComplex"	"Musician"	989	5	"Minor"	"Low"	"Third"	2	2	5	5
"S50"	"male"	"EnergeticAndRhythmic"	"Non-musician"	366	3	"Minor"	"Low"	"Third"	4	4	6	2
"S51"	"male"	"IntenseAndRebellious"	"Musician"	550	5	"Minor"	"Low"	"Third"	4	1	7	4
"S52"	"female"	"IntenseAndRebellious"	"Musician"	622	2	"Minor"	"Low"	"Third"	5	3	3	3
"S53"	"male"	"ReflectiveAndComplex"	"Musician"	995	3	"Minor"	"Low"	"Third"	3	3	5	4
"S54"	"female"	"ReflectiveAndComplex"	"Musician"	857	4	"Minor"	"Low"	"Third"	2	4	6	4
"S55"	"female"	"EnergeticAndRhythmic"	"Musician"	983	2	"Minor"	"Low"	"Third"	1	1	7	2
"S56"	"female"	"IntenseAndRebellious"	"Musician"	882	4	"Minor"	"Low"	"Third"	3	4	4	4
"S57"	"male"	"ReflectiveAndComplex"	"Musician"	627	2	"Minor"	"Low"	"Third"	3	3	5	5
"S58"	"male"	"ReflectiveAndComplex"	"Non-musician"	301	1	"Minor"	"Low"	"Third"	2	6	7	7
"S59"	"female"	"ReflectiveAndComplex"	"Musician"	670	2	"Minor"	"Low"	"Third"	2	3	7	7
"S60"	"male"	"IntenseAndRebellious"	"Musician"	697	2	"Minor"	"Low"	"Third"	3	3	5	3
"S61"	"male"	"UpbeatAndConventional"	"Musician"	697	1	"Minor"	"Low"	"Third"	4	3	4	2
"S62"	"male"	"ReflectiveAndComplex"	"Musician"	864	6	"Minor"	"Low"	"Third"	2	3	6	6
"S63"	"male"	"IntenseAndRebellious"	"Musician"	860	3	"Minor"	"Low"	"Third"	3	3	5	4
"S64"	"male"	"ReflectiveAndComplex"	"Musician"	927	3	"Minor"	"Low"	"Third"	4	4	4	4
"S65"	"female"	"ReflectiveAndComplex"	"Musician"	964	5	"Minor"	"Low"	"Third"	6	4	6	4
"S66"	"female"	"EnergeticAndRhythmic"	"Non-musician"	145	3	"Minor"	"Low"	"Third"	4	5	5	3
"S67"	"female"	"ReflectiveAndComplex"	"Non-musician"	182	3	"Minor"	"Low"	"Third"	3	4	5	3
"S68"	"female"	"ReflectiveAndComplex"	"Musician"	564	4	"Minor"	"Low"	"Third"	5	3	6	6
"S69"	"female"	"ReflectiveAndComplex"	"Musician"	853	3	"Minor"	"Low"	"Third"	5	5	3	4
"S70"	"male"	"IntenseAndRebellious"	"Non-musician"	468	3	"Minor"	"Low"	"Third"	5	5	6	4
"S71"	"male"	"ReflectiveAndComplex"	"Musician"	977	4	"Minor"	"Low"	"Third"	3	4	5	4
"S72"	"male"	"IntenseAndRebellious"	"Musician"	817	3	"Minor"	"Low"	"Third"	3	3	5	5
"S73"	"male"	"UpbeatAndConventional"	"Musician"	877	1	"Minor"	"Low"	"Third"	6	1	6	4
"S74"	"female"	"UpbeatAndConventional"	"Musician"	682	5	"Minor"	"Low"	"Third"	4	4	4	4
"S75"	"female"	"EnergeticAndRhythmic"	"Musician"	815	3	"Minor"	"Low"	"Third"	6	5	4	4
"S76"	"male"	"ReflectiveAndComplex"	"Non-musician"	490	2	"Minor"	"Low"	"Third"	2	1	7	2
"S77"	"female"	"UpbeatAndConventional"	"Non-musician"	273	2	"Minor"	"Low"	"Third"	6	3	3	3
"S78"	"female"	"ReflectiveAndComplex"	"Musician"	872	6	"Minor"	"Low"	"Third"	2	3	7	5
"S79"	"female"	"UpbeatAndConventional"	"Non-musician"	89	3	"Minor"	"Low"	"Third"	3	4	5	6
"S80"	"female"	"UpbeatAndConventional"	"Non-musician"	209	3	"Minor"	"Low"	"Third"	5	3	3	3
"S81"	"male"	"ReflectiveAndComplex"	"Non-musician"	164	2	"Minor"	"Low"	"Third"	3	3	6	6
"S82"	"male"	"ReflectiveAndComplex"	"Musician"	999	3	"Minor"	"Low"	"Third"	5	4	5	4
"S83"	"female"	"IntenseAndRebellious"	"Non-musician"	86	3	"Minor"	"Low"	"Third"	4	1	4	1
"S84"	"male"	"EnergeticAndRhythmic"	"Non-musician"	100	5	"Minor"	"Low"	"Third"	2	4	3	3
"S85"	"male"	"ReflectiveAndComplex"	"Musician"	980	3	"Minor"	"Low"	"Third"	2	1	6	6
"S86"	"male"	"EnergeticAndRhythmic"	"Non-musician"	117	3	"Minor"	"Low"	"Third"	4	4	4	2
"S87"	"female"	"UpbeatAndConventional"	"Non-musician"	244	2	"Minor"	"Low"	"Third"	6	6	2	5
"S88"	"female"	"IntenseAndRebellious"	"Non-musician"	314	1	"Minor"	"Low"	"Third"	3	2	6	5
"S89"	"female"	"ReflectiveAndComplex"	"Musician"	783	4	"Minor"	"Low"	"Third"	3	2	6	3
"S90"	"female"	"ReflectiveAndComplex"	"Musician"	820	3	"Minor"	"Low"	"Third"	3	3	5	4
"S91"	"female"	"ReflectiveAndComplex"	"Musician"	836	1	"Minor"	"Low"	"Third"	5	1	2	4
"S92"	"female"	"IntenseAndRebellious"	"Non-musician"	280	4	"Minor"	"Low"	"Third"	2	3	3	6
"S93"	"male"	"ReflectiveAndComplex"	"Musician"	537	6	"Minor"	"Low"	"Third"	4	6	6	6
"S94"	"male"	"UpbeatAndConventional"	"Non-musician"	340	3	"Minor"	"Low"	"Third"	3	4	7	7
"S95"	"male"	"ReflectiveAndComplex"	"Musician"	989	7	"Minor"	"Low"	"Third"	1	3	7	6
"S96"	"male"	"ReflectiveAndComplex"	"Musician"	956	4	"Minor"	"Low"	"Third"	2	2	6	3
"S97"	"male"	"ReflectiveAndComplex"	"Non-musician"	387	4	"Minor"	"Low"	"Third"	5	5	5	5
"S98"	"male"	"ReflectiveAndComplex"	"Musician"	738	7	"Minor"	"Low"	"Third"	1	3	6	4
"S99"	"female"	"ReflectiveAndComplex"	"Musician"	559	5	"Minor"	"Low"	"Third"	5	6	4	4
"S100"	"female"	"ReflectiveAndComplex"	"Musician"	994	4	"Minor"	"Low"	"Third"	3	4	6	3
"S101"	"female"	"UpbeatAndConventional"	"Non-musician"	210	3	"Minor"	"Low"	"Third"	2	3	7	7
"S102"	"female"	"UpbeatAndConventional"	"Musician"	996	5	"Minor"	"Low"	"Third"	3	3	4	6
"S103"	"male"	"ReflectiveAndComplex"	"Musician"	797	3	"Minor"	"Low"	"Third"	3	3	5	4
"S104"	"female"	"ReflectiveAndComplex"	"Musician"	996	6	"Minor"	"Low"	"Third"	4	4	5	1
"S105"	"female"	"ReflectiveAndComplex"	"Musician"	612	4	"Minor"	"Low"	"Third"	3	3	5	4
"S106"	"male"	"UpbeatAndConventional"	"Non-musician"	100	4	"Minor"	"Low"	"Third"	3	3	5	4
"S107"	"male"	"ReflectiveAndComplex"	"Non-musician"	158	3	"Minor"	"Low"	"Third"	2	3	7	2
"S108"	"male"	"IntenseAndRebellious"	"Non-musician"	128	3	"Minor"	"Low"	"Third"	2	3	5	2
"S109"	"male"	"ReflectiveAndComplex"	"Musician"	997	4	"Minor"	"Low"	"Third"	2	4	6	4
"S110"	"male"	"ReflectiveAndComplex"	"Musician"	967	3	"Minor"	"Low"	"Third"	3	3	5	4
"S111"	"female"	"ReflectiveAndComplex"	"Musician"	514	4	"Minor"	"Low"	"Third"	4	4	4	4
"S112"	"female"	"IntenseAndRebellious"	"Non-musician"	32	6	"Minor"	"Low"	"Third"	1	2	5	6
"S113"	"female"	"ReflectiveAndComplex"	"Musician"	954	2	"Minor"	"Low"	"Third"	5	5	4	6
"S114"	"female"	"ReflectiveAndComplex"	"Non-musician"	472	4	"Minor"	"Low"	"Third"	4	5	7	7
"S115"	"female"	"ReflectiveAndComplex"	"Musician"	846	4	"Minor"	"Low"	"Third"	5	5	5	5
"S116"	"male"	"ReflectiveAndComplex"	"Non-musician"	405	3	"Minor"	"Low"	"Third"	3	4	5	2
"S117"	"female"	"ReflectiveAndComplex"	"Musician"	516	5	"Minor"	"Low"	"Third"	4	5	4	5
"S118"	"female"	"ReflectiveAndComplex"	"Non-musician"	387	4	"Minor"	"Low"	"Third"	2	1	4	5
"S119"	"female"	"ReflectiveAndComplex"	"Musician"	985	6	"Minor"	"Low"	"Third"	3	3	7	3
"S120"	"female"	"ReflectiveAndComplex"	"Musician"	933	3	"Minor"	"Low"	"Third"	3	3	6	3
"S121"	"female"	"IntenseAndRebellious"	"Non-musician"	119	2	"Minor"	"Low"	"Third"	3	3	5	5
"S122"	"male"	"ReflectiveAndComplex"	"Musician"	913	3	"Minor"	"Low"	"Third"	6	6	5	6
"S123"	"female"	"UpbeatAndConventional"	"Non-musician"	118	3	"Minor"	"Low"	"Third"	3	3	5	4
"S124"	"male"	"ReflectiveAndComplex"	"Non-musician"	100	5	"Minor"	"Low"	"Third"	5	5	5	4
"S125"	"male"	"IntenseAndRebellious"	"Non-musician"	351	3	"Minor"	"Low"	"Third"	3	3	5	4
"S126"	"male"	"ReflectiveAndComplex"	"Musician"	944	5	"Minor"	"Low"	"Third"	2	4	5	5
"S127"	"male"	"EnergeticAndRhythmic"	"Non-musician"	55	4	"Minor"	"Low"	"Third"	4	4	4	4
"S128"	"female"	"UpbeatAndConventional"	"Non-musician"	111	5	"Minor"	"Low"	"Third"	3	3	6	6
"S129"	"male"	"EnergeticAndRhythmic"	"Musician"	910	4	"Minor"	"Low"	"Third"	4	4	5	4
"S130"	"male"	"ReflectiveAndComplex"	"Musician"	949	3	"Minor"	"Low"	"Third"	5	5	5	5
"S131"	"female"	"UpbeatAndConventional"	"Musician"	990	3	"Minor"	"Low"	"Third"	3	2	5	4
"S132"	"male"	"ReflectiveAndComplex"	"Non-musician"	263	3	"Minor"	"Low"	"Third"	4	4	4	5
"S133"	"female"	"UpbeatAndConventional"	"Musician"	746	1	"Minor"	"Low"	"Third"	3	3	3	4
"S134"	"female"	"IntenseAndRebellious"	"Non-musician"	202	3	"Minor"	"Low"	"Third"	3	3	4	3
"S135"	"male"	"ReflectiveAndComplex"	"Musician"	694	3	"Minor"	"Low"	"Third"	5	4	4	4
"S136"	"male"	"IntenseAndRebellious"	"Musician"	987	3	"Minor"	"Low"	"Third"	3	3	5	5
"S137"	"female"	"UpbeatAndConventional"	"Non-musician"	39	3	"Minor"	"Low"	"Third"	5	2	5	2
"S138"	"female"	"IntenseAndRebellious"	"Non-musician"	107	2	"Minor"	"Low"	"Third"	2	4	2	3
"S139"	"male"	"ReflectiveAndComplex"	"Musician"	954	3	"Minor"	"Low"	"Third"	4	3	6	4
"S140"	"male"	"IntenseAndRebellious"	"Musician"	968	2	"Minor"	"Low"	"Third"	2	3	7	4
"S141"	"male"	"ReflectiveAndComplex"	"Non-musician"	251	6	"Minor"	"Low"	"Third"	2	3	7	7
"S142"	"female"	"IntenseAndRebellious"	"Musician"	987	2	"Minor"	"Low"	"Third"	5	3	5	4
"S143"	"female"	"ReflectiveAndComplex"	"Musician"	647	3	"Minor"	"Low"	"Third"	3	3	5	4
"S144"	"male"	"IntenseAndRebellious"	"Non-musician"	456	2	"Minor"	"Low"	"Third"	6	5	3	5
